original_filename,new_filename,category,titleEn,titleZh
"60F5BE41-E252-4089-8F32-B1FD833B64B1_1_105_c.jpeg","01-Hero/milford-sound-hero-mitre-peak-01.jpg","01-Hero","Mitre Peak at Milford Sound","米尔福德峡湾教冠峰"
"9B26BA6E-7BFB-4BE3-A424-768CBA30DACB_1_105_c.jpeg","01-Hero/milford-sound-hero-dramatic-sky-02.jpg","01-Hero","Dramatic Sky over Mitre Peak","教冠峰戏剧性天空"
"58FCE4B5-B4E6-4FF0-81E4-2B1B01257DFD_1_105_c.jpeg","01-Hero/milford-sound-hero-misty-cliffs-03.jpg","01-Hero","Misty Cliffs and Cascades","云雾峭壁与瀑布"
"21892822-FA29-4A8F-A2BF-D9D888D95C5F_1_105_c.jpeg","01-Hero/milford-sound-hero-eglinton-valley-04.jpg","01-Hero","Eglinton Valley Autumn Stop","埃格林顿山谷秋景"
"932890D6-A279-4B52-97CD-18EF9F4E95A9_1_105_c.jpeg","01-Hero/milford-sound-hero-cruise-mitre-peak-05.jpg","01-Hero","Cruise Boat at Mitre Peak","教冠峰下的游船"
"09C69541-63AF-49F5-A52D-36F94A2C04BA_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-01.jpg","02-Cruise-Experience","Boarding the Milford Cruise","登船开始峡湾巡游"
"1F9BAEA3-F92F-4AFF-9F46-505F7C7473F4_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-02.jpg","02-Cruise-Experience","Cruise Departure at the Terminal","码头出发"
"3C328138-137F-4F04-A185-BD3C02B62704_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-03.jpg","02-Cruise-Experience","Scenic Cruise on the Fiord","峡湾风景巡游"
"48317C5F-DF19-4EE5-9CBF-D5EBB0D6B127_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-04.jpg","02-Cruise-Experience","Milford Haven Cruise Ship","米尔福德峡湾游轮"
"5DBA58F0-2FD2-4EAB-8FA2-687B244FE1AB_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-05.jpg","02-Cruise-Experience","Spirit of Milford on the Fiord","米尔福德精神号"
"69BC5E38-8A9E-45E1-AF1E-CFC0A2D8ADB8_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-06.jpg","02-Cruise-Experience","Cruise Along Steep Cliffs","峭壁旁巡游"
"6C515B55-D3C9-4447-A751-4DE7A9CA86DF_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-07.jpg","02-Cruise-Experience","Boat Tour beneath Mitre Peak","教冠峰下的游船"
"2D263CEA-B05F-463F-B8FC-E05192D3B5A6_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-08.jpg","02-Cruise-Experience","Cruise in Misty Fiord","云雾峡湾巡游"
"797C61E5-1D67-4CEE-B64C-C3DC6310BF2D_1_105_c.jpeg","02-Cruise-Experience/milford-sound-cruise-experience-09.jpg","02-Cruise-Experience","Small Boat at the Pier","码头小艇"
"17FB432A-B9E0-406E-A05A-F9F04767F6DC_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-01.jpg","03-Fiord-Scenery","Calm Fiord Waters and Forest Hills","平静峡湾与森林山峦"
"2BCB7101-2582-4626-B80B-952CDECE54C5_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-02.jpg","03-Fiord-Scenery","Green Mountain Peak","绿色山峰"
"6F6F7099-F59B-4C09-846F-4C86EEED3A99_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-03.jpg","03-Fiord-Scenery","Mitre Peak from the Shore","岸观教冠峰"
"88AF7464-403F-41D7-B9A0-E0F700BFCE0A_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-04.jpg","03-Fiord-Scenery","Eglinton Valley Grasslands","埃格林顿山谷草原"
"9992DE41-6FD7-4D09-9291-35FA0D6B5B43_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-05.jpg","03-Fiord-Scenery","Misty Valley Road","云雾山谷公路"
"8E2C506E-40DC-496E-A0DF-B1359F6C6E72_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-06.jpg","03-Fiord-Scenery","Cloud-Wrapped Mountain Roadside","云雾缭绕的山路"
"49F749EA-941D-447D-A915-637577A48329_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-07.jpg","03-Fiord-Scenery","Waterfall Mountain from the Water","水上观瀑与山峰"
"0D25D34B-F7C7-4946-93B9-FB4DA8BCDB65_1_105_c.jpeg","03-Fiord-Scenery/milford-sound-fiord-scenery-08.jpg","03-Fiord-Scenery","Cruise beneath Mitre Peak","教冠峰下的峡湾"
"5637131E-1E2E-4C34-859D-D9B27E15CC8E_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-01.jpg","04-Waterfalls","Lady Bowen Falls and Cruise Boat","波文夫人瀑布与游船"
"6C2E3CB6-3360-4F6C-9B70-C12C82A95054_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-02.jpg","04-Waterfalls","Towering Fiord Waterfall","高耸峡湾瀑布"
"085B369E-274B-4048-84FF-5FC73EFA1256_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-04.jpg","04-Waterfalls","Cliff Face Waterfalls","峭壁瀑布群"
"11B7E3D7-01B9-4294-AB8C-31CBBE3B63D0_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-05.jpg","04-Waterfalls","Dramatic Cliff Waterfalls","壮观悬崖瀑布"
"366F625F-619D-41FB-9F4D-B08E617E6A42_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-06.jpg","04-Waterfalls","Forest Waterfall Plunge","森林瀑布"
"0CC06F3D-26FD-4B5E-B8A1-9209384F5948_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-07.jpg","04-Waterfalls","Roadside Waterfall Viewpoint","路边观瀑点"
"37DF7E3E-D428-42A4-B98F-3D3C44B98D67_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-08.jpg","04-Waterfalls","Waterfall Cliff Scenic Stop","瀑布峭壁观景"
"653F4764-4936-4806-B5B5-B08FA54CF2A5_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-09.jpg","04-Waterfalls","Green Slope Waterfalls","绿色山坡瀑布"
"44F9F548-B8DF-40B6-A21E-430CBE511DFE_1_105_c.jpeg","04-Waterfalls/milford-sound-waterfall-10.jpg","04-Waterfalls","Rain-Fed Mountain Cascades","雨后山间瀑布"
"60E68D11-D878-4B1A-8667-F06473696F72_1_105_c.jpeg","05-Scenic-Viewpoints/milford-sound-scenic-viewpoint-02.jpg","05-Scenic-Viewpoints","Milford Sound Piopiotahi Sign","米尔福德峡湾标志"
"5A7DE071-C9AC-43BC-8EFA-74974384420E_1_105_c.jpeg","05-Scenic-Viewpoints/milford-sound-scenic-viewpoint-03.jpg","05-Scenic-Viewpoints","Milford Road Mountain Pass","米尔福德公路山口"
"5931C42A-C3F1-480B-B24F-C63BAFC03191_1_105_c.jpeg","05-Scenic-Viewpoints/milford-sound-scenic-viewpoint-04.jpg","05-Scenic-Viewpoints","Cliff Road Waterfall Stop","峭壁公路观景点"
"5F021084-B809-46F3-BCDF-1078233F9D11_1_105_c.jpeg","05-Scenic-Viewpoints/milford-sound-scenic-viewpoint-05.jpg","05-Scenic-Viewpoints","Single-Lane Mountain Bridge","单车道山区桥梁"
"0BF0AD0D-D3DF-483B-9A1D-9D98DD415326_4_5005_c.jpeg","05-Scenic-Viewpoints/milford-sound-scenic-viewpoint-06.jpg","05-Scenic-Viewpoints","Snowy Mountain Road","雪山公路"
"6613197B-8CDB-44ED-8B84-DACAF2C1788E_1_105_c.jpeg","05-Scenic-Viewpoints/milford-sound-scenic-viewpoint-07.jpg","05-Scenic-Viewpoints","Mountain Reflection Pool","山峰倒影池"
"4CD58994-E0A4-4BEB-8519-E88B1993FE9F_1_105_c.jpeg","05-Scenic-Viewpoints/milford-sound-scenic-viewpoint-08.jpg","05-Scenic-Viewpoints","Mirror Lakes Reflection","镜湖倒影"
"3F754503-3EE1-4F87-B99C-D4F87BE1C89D_1_105_c.jpeg","06-Wildlife/milford-sound-wildlife-kea-01.jpg","06-Wildlife","Kea Parrot on the Alpine Road","高山鹦鹉 Kea"
"00C53317-195C-4933-ABC2-9A92FB3440F8_4_5005_c.jpeg","06-Wildlife/milford-sound-wildlife-kea-02.jpg","06-Wildlife","Curious Kea Close-Up","好奇的 Kea 特写"
"102CAD9F-573D-453B-8C64-7A528A22F8B2_1_105_c.jpeg","06-Wildlife/milford-sound-wildlife-kea-03.jpg","06-Wildlife","Kea at Roadside Sign","路牌上的 Kea"
